persona_id,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9,axis_10,axis_11,axis_12,n_models,cluster,region,urban_rural,age,gender,education,economic_position,governance_experience,religious_tradition,occupation,location,name
P0303,-0.7715,-0.3668,-0.1,0.6373,-0.7582,-0.358,-0.7,-0.8,-0.8,-0.439,-0.7372,-0.3627,1,4,north_america,urban,26,female,university,middle_class,stable_democracy,"Sikh, moderately observant, attends Gurdwara for major festivals.",Urban planner for the city government,"Vancouver, British Columbia, Canada",Priya Sharma
P0304,0.775,0.85,-0.6,-0.6991,-0.2006,-0.505,0.8,0.8,0.8,0.7372,0.8249,0.23,1,2,north_america,peri_urban,71,male,secondary,wealthy,flawed_democracy,"Protestant (Presbyterian), attends church occasionally, primarily for social reasons.","Retired real estate developer, now manages personal investments","Scottsdale, Arizona, USA","Richard ""Rick"" Peterson"
P0305,-0.925,-0.8468,-0.7,-0.1941,-0.9244,-0.6509,-0.9,-1.0,-0.8,-0.5253,-0.9124,-0.3524,1,4,north_america,urban,31,non_binary,university,middle_class,stable_democracy,"Spiritual but not religious, draws inspiration from various progressive philosophical movements.",Freelance graphic designer and community organizer for LGBTQ+ rights,"Portland, Oregon, USA",Alex Kim
P0306,-0.6968,0.85,-0.7,-0.6929,-0.2035,-0.1996,0.8,0.9,0.7,0.9124,-0.1033,-0.6929,1,2,north_america,rural,62,male,secondary,working_class,stable_democracy,"Southern Baptist, moderately observant, attends church most Sundays.","retired coal miner, now works part-time as a handyman","rural Kentucky, USA",Earl Jenkins
P0307,-0.6,0.1,-0.6,-0.2649,-0.6994,-0.3009,-0.6,-0.8,-0.8,-0.5251,-0.7374,-0.5274,1,4,north_america,urban,28,female,university,middle_class,stable_democracy,"Ismaili Muslim, culturally connected but not strictly observant. Attends community events occasionally.",software developer for a fintech startup,"Toronto, Canada",Aisha Khan
P0308,-0.9244,0.475,-0.7,-0.5274,-0.6249,-0.7675,0.1,-0.1,-0.3,0.6499,-0.7372,-0.3524,1,1,north_america,peri_urban,45,male,primary,struggling,flawed_democracy,"Roman Catholic, devout, attends mass weekly and participates in community religious festivals.",street vendor selling tacos,"Nezahualcóyotl, Estado de México, Mexico",Miguel Flores
P0309,0.625,0.625,0.5,0.737,-0.6832,-0.3884,-0.8,-0.4,0.0,-0.5265,-0.736,-0.3505,1,0,north_america,urban,24,female,postgraduate,affluent,stable_democracy,"Agnostic, raised in a culturally Buddhist household but does not practice.",product manager at a tech giant,"San Francisco, California, USA",Chloe Chen
P0310,0.0218,0.325,-0.9,-0.6252,-0.4418,-0.6128,0.8,0.0,0.8,0.9125,-0.9045,-0.5377,1,2,north_america,rural,51,male,secondary,working_class,stable_democracy,"Roman Catholic, nominal observance, attends church only for major holidays.",commercial lobster fisherman,"Gaspésie region, Quebec, Canada",Jean-Pierre Dubois
P0311,-0.8494,0.3832,-0.5,-0.0167,-0.775,-0.8123,-0.6,-0.2,-0.8,-0.3503,-0.7372,-0.35,1,4,north_america,urban,68,female,university,middle_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass on special occasions and celebrates religious holidays with family.",retired primary school teacher,"Mexico City, Mexico",Sofía Ramírez
P0312,0.025,0.775,-0.7,-0.5377,-0.2035,-0.358,-0.4,0.8,0.7,0.9124,0.1425,-0.5377,1,2,north_america,peri_urban,41,male,secondary,struggling,stable_democracy,"Non-denominational Christian, attends a contemporary church sporadically.","unemployed factory worker, actively seeking work","suburban Detroit, Michigan, USA",David Miller
P0313,-0.9244,-0.3668,-0.6,-0.5825,-0.7744,-0.5634,-0.7,-0.8,-0.8,-0.533,-0.7374,-0.4075,1,4,north_america,urban,22,male,secondary,working_class,stable_democracy,"Secular, raised without religious affiliation.",barista and aspiring musician,"Vancouver, British Columbia, Canada",Liam O'Connell
P0314,-0.9244,-0.6,-0.9,-0.5274,-0.7718,-0.533,-0.5,-1.0,-0.8,-0.0167,-0.9124,-0.4399,1,4,north_america,rural,19,female,primary,struggling,flawed_democracy,"Syncretic Indigenous beliefs mixed with Catholicism, deeply integrated into daily life and community rituals.","weaver and artisan, helps her family farm corn","Indigenous community near San Cristóbal de las Casas, Chiapas, Mexico",Xochitl Herrera
P0315,-0.925,-0.7715,0.6,0.7375,-0.8494,-0.7675,-0.8,-0.7,-0.8,-0.439,-0.8235,-0.4375,1,4,north_america,urban,48,female,postgraduate,middle_class,stable_democracy,"Unitarian Universalist, actively involved in her congregation, which focuses on social justice.",university professor (history),"Boston, Massachusetts, USA",Dr. Eleanor Vance
P0316,0.3082,0.7,0.7,0.7248,0.2785,-0.3884,0.4,0.7,0.6,0.736,0.358,-0.3627,1,5,north_america,peri_urban,72,male,postgraduate,affluent,stable_democracy,"Anglican, attends church regularly and is involved in parish council.","retired corporate lawyer, now serves on several non-profit boards","Oakville, Ontario, Canada",Robert Sterling
P0317,-0.2918,0.775,-0.5,-0.4399,0.9832,0.5825,0.6,0.2,0.6,0.9997,0.2434,0.4726,1,5,north_america,urban,38,male,secondary,working_class,flawed_democracy,"Roman Catholic, culturally active but not strictly observant. Celebrates religious holidays.",welder at a manufacturing plant,"Monterrey, Nuevo León, Mexico",Juan Carlos Solís
P0318,-0.925,-0.3535,-0.6,-0.5251,-0.7718,-0.533,-0.7,-0.8,-0.8,-0.1045,-0.7374,-0.4376,1,4,north_america,rural,21,female,primary,struggling,stable_democracy,"Roman Catholic, devout, attends a small community church weekly.","farm worker, picking seasonal crops","small farming town in Central Valley, California, USA",Maya Rodriguez
P0319,-0.85,-0.7715,-0.6,0.5601,-0.8468,-0.5634,-0.8,-0.8,-0.8,-0.5253,-0.7372,-0.4399,1,4,north_america,urban,31,non_binary,university,middle_class,stable_democracy,"Secular, raised in a culturally Protestant home but does not practice.",graphic designer (freelance),"Montreal, Quebec, Canada",Alex Kim
P0320,-0.8494,0.1,-0.8,-0.5377,-0.9218,0.6116,0.9,0.7,0.8,0.825,-0.9122,-0.5377,1,2,north_america,peri_urban,59,female,none,struggling,flawed_democracy,"Roman Catholic, deeply devout, finds solace and community in her local parish.",domestic worker,"Ecatepec de Morelos, Estado de México, Mexico",Elena Vargas
P0321,0.7,0.85,-0.1,0.8245,0.2785,-0.3946,0.8,0.8,0.8,0.736,0.5634,0.8245,1,5,north_america,urban,55,male,postgraduate,wealthy,stable_democracy,"Episcopalian, attends church occasionally for social and community reasons rather than deep faith.",hedge fund manager,"Greenwich, Connecticut, USA",Jonathan Davis
P0322,-0.8125,-0.9216500000000001,-1.0,-0.6575,-0.9609,-0.84765,0.15000000000000002,-1.0,-0.8500000000000001,0.65815,-0.9561999999999999,-0.5700000000000001,2,3,north_america,rural,69,female,primary,struggling,colonial_post_colonial_transition,"Traditional Mohawk spiritual practices, deeply observant and integral to her identity and community leadership.",retired community elder and traditional craftswoman,"Kahnawake Mohawk Territory, Quebec, Canada",Kaniehtiio Horn
P0323,0.2785,0.775,-0.6,-0.4376,0.7715,-0.4821,1.0,0.9,0.8,0.8249,0.5925,-0.4376,1,2,north_america,peri_urban,39,female,university,middle_class,stable_democracy,"Evangelical Christian, very devout, actively involved in her church community.","stay-at-home parent, formerly a paralegal","suburban Atlanta, Georgia, USA",Sarah Jenkins
P0324,-0.85,0.3249,-0.7,0.8226,-0.8468,-0.2134,-0.8,-0.7,-0.4,-0.4376,-0.9122,-0.5274,1,4,north_america,rural,49,male,postgraduate,middle_class,flawed_democracy,"Secular, raised Catholic but is not observant. Values reason and science.",public health doctor at a rural clinic,"small town near Oaxaca City, Oaxaca, Mexico",Dr. Ricardo Morales
P0325,-0.925,-0.8874500000000001,-0.8,-0.6153,-0.8859,-0.73775,-0.8,-0.9,-0.8,-0.10435,-0.9124,-0.57155,2,4,north_america,urban,29,non_binary,secondary,working_class,stable_democracy,"Pagan, actively involved in a local coven, connecting with nature and community.",bicycle mechanic,"Portland, Oregon, USA",Jamie Lee
P0326,-0.7718,0.475,-0.7,-0.6929,-0.2785,-0.5634,0.8,0.8,0.7,0.8249,-0.5179,-0.5179,1,2,north_america,rural,62,male,primary,struggling,stable_democracy,"Southern Baptist, moderately observant, attends church weekly.","Retired coal miner, now part-time handyman","Rural Appalachia, Kentucky, USA",Earl Jenkins
P0327,-0.8468,-0.7715,0.7,0.6476,-0.7582,-0.358,-0.7,-0.8,-0.8,-0.439,-0.7372,-0.3524,1,4,north_america,urban,28,female,university,middle_class,stable_democracy,"Hindu, culturally observant, celebrates major festivals but not strictly religious.",Software developer at a tech startup,"Toronto, Ontario, Canada",Priya Sharma
P0328,-0.0506,0.85,-0.7,-0.5377,0.8332,0.4075,0.8,0.8,0.7,0.8249,-0.3524,-0.5377,1,2,north_america,peri_urban,45,male,secondary,working_class,flawed_democracy,"Roman Catholic, devout, attends mass weekly and participates in community church events.",Foreman at a small manufacturing plant,"Ecatepec de Morelos, State of Mexico, Mexico",Mateo Flores
P0329,-0.925,-0.9249,0.7,0.7351,-0.85,-0.7675,-0.9,-0.8,-0.8,-0.6509,-0.825,-0.5274,1,4,north_america,urban,70,female,postgraduate,affluent,stable_democracy,"Unitarian Universalist, actively involved in her congregation, which focuses on social justice and community service.",Retired university professor of literature,"Boston, Massachusetts, USA",Dr. Evelyn Reed
P0330,-0.6215,0.3968,-0.7,-0.6054,-0.6215,-0.533,0.8,0.7,0.7,0.7372,-0.736,-0.5179,1,2,north_america,rural,55,male,secondary,working_class,stable_democracy,"Roman Catholic, culturally observant, attends church on holidays and for family events.","Commercial fisherman, owns his own small boat","Gaspé Peninsula, Quebec, Canada",Jean-Luc Dubois
P0331,-0.8332,-0.7715,-0.6,-0.1941,-0.6994,-0.6571,-0.7,-0.3,-0.8,-0.4378,-0.7372,-0.3524,1,4,north_america,urban,32,female,university,middle_class,flawed_democracy,"Secular, raised Catholic but no longer practices, though she respects family traditions.",Architect specializing in sustainable design,"Guadalajara, Jalisco, Mexico",Sofía Ramírez
P0332,-0.8332,0.85,-0.6,-0.5825,0.6965,-0.533,0.8,0.8,0.6,0.7372,-0.6116,-0.4075,1,2,north_america,peri_urban,48,male,secondary,struggling,stable_democracy,"Evangelical Christian, recently found faith, very devout, attends a small community church.","Unemployed since the auto plant closed, doing odd jobs","Suburbs of Detroit, Michigan, USA",Marcus Thorne
P0333,-0.9249,-0.5035,-0.9,-0.5377,-0.925,-0.9101,-1.0,-1.0,-0.9,-0.6128,-0.8247,-0.6252,1,4,north_america,urban,24,non_binary,university,working_class,stable_democracy,"Agnostic, raised in a secular household, but interested in various spiritual practices without formal adherence.","Barista at an independent coffee shop, aspiring artist","Vancouver, British Columbia, Canada",Alex Chen
P0334,0.7744,0.7,-0.7,-0.1169,-0.2168,-0.358,0.8,0.7,0.7,0.7372,0.1488,-0.3627,1,2,north_america,rural,40,female,university,middle_class,stable_democracy,"Non-denominational Christian, moderately observant, attends a local community church with her family.",Veterinarian for livestock and pets,"Small town in rural Kansas, USA",Sarah O'Connell
P0335,-0.925,-1.0,-1.0,-0.67,-1.0,-0.855,-0.1,-1.0,-0.8,-0.3503,-0.9999,-0.495,1,4,latin_america,rural,68,female,none,struggling,flawed_democracy,"Xavante traditional spirituality, deeply integrated into daily life and community practices.",Traditional weaver and community elder,"Aldeia Pimentel Barbosa, Mato Grosso, Brazil",Maria da Silva Xavante
P0336,-0.7715,0.0968,-0.6,-0.1918,-0.8499,-0.7675,-0.7,-0.4,-0.8,-0.358,-0.7372,-0.3501,1,4,latin_america,urban,28,male,university,middle_class,flawed_democracy,"Roman Catholic, culturally observant but not strictly devout; attends church mainly for family events.",Freelance graphic designer,"Colonia Roma Norte, Mexico City, Mexico",Javier Morales Sánchez
P0337,-0.6215,0.7749,-0.1,-0.5274,0.7715,0.6929,0.8,0.6,0.7,0.6499,-0.67,-0.5274,1,2,latin_america,peri_urban,45,female,secondary,working_class,flawed_democracy,"Pentecostal Christian, very devout; active in her local church community.",Seamstress in a small garment factory,"Soacha, Cundinamarca, Colombia",Elena Rojas Castro
P0338,-0.8332,0.4,0.7,0.562,-0.7718,-0.4759,-0.7,-0.2,-0.4,-0.439,-0.7372,-0.3505,1,0,latin_america,urban,72,male,postgraduate,struggling,authoritarian_state,"Secular, raised in an atheist household during the revolutionary period, though he respects cultural religious practices.","Retired university professor of literature, now tutors privately","Centro Habana, Havana, Cuba",Miguel Ángel Ramos
P0339,0.025,0.775,-0.6,0.6476,-0.8465,-0.6205,-0.2,0.5,0.5,0.561,-0.911,-0.0191,1,2,latin_america,urban,39,female,university,middle_class,flawed_democracy,"Roman Catholic, nominal; celebrates major holidays with family but does not regularly attend mass.",Marketing manager for a tech startup,"Palermo, Buenos Aires, Argentina",Sofía Pérez Galarza
P0340,-0.9249,-0.9218,-0.9,-0.6252,-0.6965,-0.5265,-0.1,-1.0,-0.3,0.3166,-0.9122,-0.4502,1,3,latin_america,rural,55,male,primary,struggling,flawed_democracy,Andean traditional spirituality blended with syncretic Catholicism; deeply reveres Pachamama (Mother Earth).,Alpaca herder and potato farmer,"Chinchero, Cusco Region, Peru",Pedro Quispe Huamán
P0341,-0.925,0.3994,0.7,-0.5274,-0.9082,-0.6509,-0.6,0.5,-0.8,0.6497,-0.911,-0.5274,1,1,latin_america,urban,48,female,secondary,working_class,stable_democracy,"Roman Catholic, moderately observant; attends mass a few times a month.",Cleaner at a private hospital,"San Joaquín, Santiago, Chile",Isidora Castro Riquelme
P0342,-0.7744,0.775,-0.5,-0.5274,-0.6968,-0.4455,-0.6,0.7,0.2,0.6497,-0.7374,-0.3524,1,1,latin_america,peri_urban,34,male,primary,struggling,hybrid_regime,"Roman Catholic, nominal; relies on faith for hope but rarely attends church due to daily struggles.",Informal street vendor selling snacks,"Petare, Caracas, Venezuela",Carlos Eduardo Rojas
P0343,-0.7582,-0.0668,-0.7,-0.2044,-0.7718,-0.5634,-0.7,-0.4,-0.7,-0.3501,-0.7372,-0.3627,1,4,latin_america,rural,51,female,secondary,working_class,stable_democracy,"Rastafarian, devout; follows a natural diet and lifestyle, deeply connected to African heritage.",Small guesthouse owner and chef,"Negril, Westmoreland Parish, Jamaica",Simone Campbell
P0344,-0.8494,0.775,-0.7,-0.6929,-0.7749,0.5274,-0.7,-0.6,-0.6,-0.4376,-0.3962,0.4821,1,1,latin_america,urban,29,male,primary,struggling,conflict_zone,"Vodou and Roman Catholic, syncretic and culturally observant; participates in both traditions as needed.",Motorcycle taxi driver (moto-taxi),"Cité Soleil, Port-au-Prince, Haiti",Jean-Pierre Antoine
P0345,-0.5544,-0.24765,-0.65,-0.44865,-0.7273499999999999,-0.533,-0.6,-0.2,-0.75,-0.3503,-0.8241,-0.5278,2,4,latin_america,peri_urban,23,female,secondary,working_class,stable_democracy,"Roman Catholic, moderately observant; attends church on Sundays with her family.",Hotel maid,"Boca Chica, Santo Domingo, Dominican Republic",Ana Luisa Tejada
P0346,-0.925,-0.6,-0.7,-0.5274,-0.7582,-0.533,-0.6,-0.8,-0.8,-0.3501,-0.8247,-0.4399,1,4,latin_america,urban,61,male,none,struggling,flawed_democracy,"Aymara traditional spirituality, deeply ingrained in his daily life and healing practices, often blended with Catholic rituals.",Street vendor selling traditional medicines and herbs,"El Alto, La Paz Department, Bolivia",Mamani Condori
P0347,-0.7718,0.4,-0.5,-0.1941,0.3501,-0.7351,-0.5,-0.1,0.2,0.6499,-0.7295,-0.3524,1,1,latin_america,peri_urban,36,male,primary,working_class,flawed_democracy,"Evangelical Christian, very devout; active in his church, which provides strong community support.",Construction worker,"Mixco, Guatemala Department, Guatemala",Ricardo Flores Aguilar
P0348,-0.8499,-0.8332,-0.5,0.65,-0.7744,-0.533,-0.7,-0.1,-0.8,-0.4378,-0.7375,-0.35,1,4,latin_america,urban,42,female,postgraduate,middle_class,stable_democracy,"Secular, raised in a culturally Catholic household but identifies as an agnostic.",High school history teacher,"San Pedro, San José Province, Costa Rica",Laura Méndez Vargas
P0349,-0.8874500000000001,-0.24765,0.7,0.68735,-0.9247000000000001,-0.69725,-0.75,0.05000000000000002,-0.8500000000000001,0.014600000000000002,-0.78095,-0.44389999999999996,2,4,latin_america,urban,78,male,university,middle_class,stable_democracy,"Secular, identifies as an atheist; grew up in a non-religious household.","Retired librarian, now volunteers at a community center","Barrio Sur, Montevideo, Uruguay",Esteban Gutiérrez
P0350,-0.9249,-1.0,-0.9,-0.5377,-0.85,-0.855,-0.7,-1.0,-0.8,-0.3503,-0.9124,-0.4502,1,4,latin_america,rural,31,non_binary,secondary,working_class,flawed_democracy,"Kichwa traditional spirituality, deeply connected to ancestral land and ceremonies, blended with cultural Catholicism.",Indigenous textile artisan and community organizer,"Otavalo, Imbabura Province, Ecuador",Inti Sarango
P0351,0.7,0.775,0.2,0.4759,0.35,-0.5498,-0.1,0.2,0.6,0.5179,-0.4914,0.3884,1,0,latin_america,urban,58,female,university,affluent,stable_democracy,"Roman Catholic, culturally observant; attends church on special occasions and for social events.",Owner of a boutique hotel,"Casco Antiguo, Panama City, Panama",Gabriela Herrera
P0352,-0.7715,0.775,-0.1,-0.5179,0.8332,-0.4175,-0.6,0.7,-0.7,0.736,-0.3524,-0.5179,1,1,latin_america,peri_urban,26,male,secondary,working_class,flawed_democracy,"Roman Catholic, nominal; prays occasionally but is not actively involved in a church.",Delivery driver for a food app,"Mejicanos, San Salvador, El Salvador",José Antonio Mejía
P0353,-0.2751,0.7,0.6,0.737,-0.15,-0.358,0.8,-0.7,0.2,-0.3515,-0.7295,-0.438,1,0,latin_america,urban,37,female,university,affluent,stable_democracy,"Sunni Muslim, observant; regularly attends the mosque and celebrates religious holidays.",Petroleum engineer,"San Fernando, Trinidad and Tobago",Aisha Khan
P0354,-0.8332,0.3994,-0.7,-0.5825,-0.7,-0.8123,-0.1,-0.1,-0.3,0.7374,-0.7372,-0.495,1,1,latin_america,rural,49,male,primary,working_class,flawed_democracy,"Roman Catholic, devout; active in his local parish and a strong believer in community values.",Small-scale soy farmer,"Encarnación, Itapúa Department, Paraguay",Ramón Giménez
